PMID,Label
35448519,0
35207596,0
35412417,0
35392625,0
35334789,0
35324839,0
35307348,0
35282913,0
35291953,0
35332362,0
35450716,0
35327183,0
35228409,0
35305573,0
35231779,0
35390123,0
35400964,0
35335790,0
35342738,0
35337023,0
35282903,0
35379858,0
35275284,0
35346462,0
35215125,0
35321292,0
35268227,0
35440706,0
35222335,0
35444687,0
35225175,0
35405644,0
34509172,0
34677025,0
35155537,0
34547619,0
35056020,0
35182101,0
34481002,0
35123157,0
35405643,0
35068105,0
34504482,0
34852967,0
34928784,0
34512716,0
35278017,0
35276495,0
35334925,0
35175959,0
34585996,0
34954808,0
34460062,0
35268126,0
34573562,0
35310118,0
34988376,0
35090599,0
34461467,0
34928895,0
34890302,0
34816300,0
34475461,0
34471977,0
34923247,0
34600571,0
34546051,0
34650121,0
35421830,0
35237677,0
34883322,0
35345851,0
34567487,0
34774358,0
35431079,0
34585985,0
35125917,0
34844112,0
35095857,0
35400313,1
35189072,0
35432481,0
34584942,0
35316733,0
35168561,0
34625122,0
34628592,0
35037399,0
35327110,0
34778408,0
34867850,0
34936960,0
34997179,0
34555848,0
34583293,0
35208655,0
34834960,0
34571798,0
35405904,1
34773482,0
35066209,0
35391799,0
35145500,0
34567076,0
35453750,0
35205238,0
34696415,0
34869349,0
34954461,0
35173035,0
34591878,0
34980121,0
34809450,0
35255339,0
34604602,0
34504189,0
35003230,0
34864328,0
35071376,0
35290380,0
35100979,0
35055138,0
34867866,0
35299951,1
35000932,0
35063827,0
34944274,0
34534851,0
34571753,0
35117983,0
34788357,0
35401685,0
34530512,0
35251489,0
35246679,0
34484301,0
34599202,0
34980288,0
35215968,0
35205354,0
34959155,0
35326758,0
34869728,0
34563266,0
35271885,0
35205371,0
35024351,0
35179843,0
34710471,0
34573320,0
35056618,0
34739966,0
35371568,0
35317755,0
34787031,0
34903938,0
35102184,0
34872001,0
34574166,0
35459547,0
35453465,0
35007816,0
34800768,0
34495702,0
35327970,0
35008049,0
35100292,0
35393054,0
34573400,0
34700098,0
34912840,0
35365230,0
34859725,0
35453746,0
35107364,0
34872745,0
34534850,0
35164622,0
34659604,0
34965897,0
35281610,0
35036414,0
34588614,0
34659257,0
34458330,0
34807789,0
34971779,0
34684399,0
35082062,0
34827274,0
35156546,0
35256120,0
35065879,0
35057849,0
34923879,1
34597342,0
34607956,0
34811413,0
35301570,0
35092237,0
34991478,1
35250914,0
35007930,0
34581031,0
34675224,0
34747677,0
35286234,0
34902538,0
34686130,0
34881318,0
35458529,0
35058965,1
34646299,0
34727889,1
35458523,0
33447254,0
35100964,0
34524627,0
34261942,0
33153561,0
34280522,0
34743109,0
34642636,0
34817400,0
35198999,0
34256705,0
35013769,0
33367062,0
35442240,0
34471570,0
33917547,0
34375239,0
33573995,0
33373444,0
34811963,0
35445733,0
34442736,0
34988649,0
35115629,0
34004422,0
34558059,0
34583137,0
33919455,0
35405344,0
33692832,0
34828902,0
34367556,0
34101788,0
35289663,0
33402707,0
33302601,0
33199247,0
33946270,0
34087760,0
34246716,0
34438856,0
34607936,0
33623926,0
34739432,0
34321259,0
34500482,0
35132433,0
34089869,0
34123562,0
33516179,0
35339929,0
35447632,0
35211792,0
34568922,0
35429847,0
34168167,0
33432095,0
35119438,0
35307535,0
35090002,0
33980605,0
35368705,0
33649353,0
34183363,0
34156159,0
34585212,0
34794597,0
33880928,0
35075436,0
34638176,0
33756184,0
34596360,0
34228768,0
33795482,0
35269601,0
33187500,0
33768382,0
34375787,0
34261866,0
33778734,0
34295335,0
34315907,0
34698704,0
35153286,0
33746060,0
35202890,0
35353778,0
33527498,0
34970513,0
33650472,0
34469395,0
35110590,0
34808671,0
33609959,0
34625830,0
33204599,0
34354031,0
33106153,0
34448042,0
35433825,0
34303261,0
34267153,0
34339816,0
34768047,0
34168059,0
33490854,0
33878042,0
34215158,0
33274542,0
33294026,0
34305907,0
34211256,0
34398926,0
33471302,0
35432278,0
35087734,0
34273913,0
33811050,0
35268179,0
32539165,0
33791570,0
34650438,0
32771347,0
34636005,0
33537518,0
33285164,0
33552125,0
35291838,0
33680422,0
33366454,0
33275944,0
33829356,0
35166964,0
32649095,0
34607243,0
33028208,0
33474020,0
35049086,0
34802624,0
34894442,0
35257378,0
34578268,0
35136578,0
34945242,0
34944194,0
35264835,0
35011793,0
35023992,0
35146012,0
34679946,1
34889527,0
35197083,0
35456409,0
35252415,0
34839288,0
35229298,0
35335029,0
35409830,0
34973367,0
34549280,0
35164972,0
35023990,0
34732605,0
35379180,0
34949471,0
35012724,0
35158551,0
34557248,0
34691328,0
35333753,0
34642100,0
35290946,0
35049835,0
35013475,0
35023989,0
35218903,1
34645387,0
34840454,0
34944240,0
35304026,0
34991633,0
35327102,0
34954292,0
34666339,0
35215208,0
34640904,0
35203232,0
35209904,0
35240017,0
34660140,0
34488849,0
35336394,0
35066423,0
35066184,0
34607679,0
34607691,0
34883360,0
35203157,0
34824385,0
34853198,0
34722200,0
34894412,0
35341910,0
34939209,0
35157032,0
35052325,0
35134412,0
35305843,0
34521286,0
34530514,0
35451153,0
34884201,0
34939714,0
34543774,0
35265400,0
35417768,0
34956854,0
34792655,0
35350941,0
34780248,0
35280150,0
34715642,0
35167731,0
34893836,0
35035141,0
35124154,0
34556604,0
34946933,0
35091745,0
34808328,0
35368402,0
34973368,0
34943238,0
34974118,0
34612517,0
34621931,0
34444402,0
35062868,0
34530895,0
34655811,0
34864361,0
35431284,0
35283854,0
35023993,0
35197397,0
34520465,0
34937842,0
34880567,0
34539211,0
34801788,0
34673473,0
34714153,0
34967284,0
34649126,0
34956173,0
34444372,0
34565068,0
35150300,0
35397022,0
35395048,0
35203823,0
34634075,0
34444009,0
34679888,0
35268211,0
34906355,0
34441046,0
34853345,0
35004264,0
35074400,0
34975171,0
35197413,0
34671162,0
34749609,0
34670697,0
34979262,0
34689632,0
34583582,0
34730540,0
34929445,0
34911155,0
35342743,0
35055768,0
34694482,0
34827862,0
34696794,0
34670698,0
34456647,0
34680875,0
34573515,0
34783081,0
34893433,0
34946810,0
34938314,0
34875538,0
34586400,0
35330795,0
35358654,0
34657583,0
35399048,0
34438665,1
35172716,0
35348608,0
34863603,0
34944243,0
34995879,0
35144720,0
35400971,0
35406817,0
34700069,0
34944304,0
35402911,0
35251778,0
34869731,0
34379287,1
35428998,0
34721524,0
34609166,0
34674211,0
34775926,0
34714701,0
34498889,0
34627407,0
34904532,1
35088174,1
34543455,0
34571323,0
34946875,0
35327994,0
34944305,0
34546582,0
34724628,0
35406677,0
34973142,0
35325642,1
35211149,0
34573664,0
34760910,0
34941886,0
34599210,0
34658327,0
34827951,0
34678672,0
35101354,0
35189651,0
35194693,0
35216196,0
34500050,0
34868196,0
34472112,0
35228133,1
35360858,0
34882990,0
35223538,0
34394196,1
34529728,0
35304498,0
34787782,0
34964680,0
34797700,1
35317671,0
34850658,0
34887487,1
34981017,0
35177770,0
34440417,0
34760406,0
34823870,0
35332049,0
35336723,0
34904916,0
34533033,0
35052387,0
35227193,0
34681114,0
34900349,0
34682286,0
34789208,0
34944323,0
34659357,0
34968818,1
34861880,0
35449433,0
34586970,0
34657528,0
34544373,0
34666626,0
34856922,0
34556147,0
35450541,0
34893307,0
35192431,1
35158726,0
34879913,0
34894464,0
34725768,0
34730075,0
34748666,0
34865600,0
35309120,0
35396558,0
34795381,0
34534381,0
34543162,0
35328037,0
35282918,0
35062999,0
34438687,0
35024036,0
34359185,0
34588087,0
35423875,0
35179595,0
35454221,0
34887490,0
34365864,0
34388932,0
34919579,0
34941843,0
35022681,0
35078996,0
34597752,0
34974772,0
35097043,0
35352359,0
34394181,0
34707374,0
34727013,1
35074618,0
35177909,0
34763255,0
35146584,0
34514660,0
34963194,0
35192073,0
34593736,0
34429028,0
34971343,1
34893624,0
34928775,0
35127102,0
34962189,0
34550484,0
34864942,0
34551677,0
34704550,0
35299915,0
35378505,0
35079000,0
35456472,1
34481004,1
34872433,0
35215417,0
35104000,1
35125115,0
34485439,0
34372496,0
35433706,0
35219814,0
34489888,0
34159253,0
34747683,0
34626930,0
35092859,0
35359681,0
34474792,0
34566313,0
34364641,0
35327177,0
34765142,0
34749304,0
34206971,0
34438843,0
34854798,0
34350222,0
34696389,0
34484167,0
34307087,0
34255980,0
34291885,0
35172715,0
34856818,0
34220107,0
34438796,0
34359192,0
34097819,0
35158687,0
34650601,0
35108172,0
34767242,0
35366687,0
35227969,0
35340540,0
34237919,0
34822225,0
34147084,0
35299078,0
35064854,0
34749570,0
34537924,0
34208578,1
34777526,0
35196466,0
34503498,0
34680806,0
35320991,0
35158679,0
35056885,0
34446111,0
34431749,0
34909451,0
34557989,0
35268118,1
34358232,0
34929412,0
34641885,0
34475723,0
34584939,0
34733908,0
35073837,0
35087996,0
34765663,0
34893919,0
35454279,0
34273992,0
34841617,0
35096002,0
35454235,0
35327114,0
34844207,0
34864564,0
35255833,0
34689003,0
34359260,0
35158542,0
34818866,0
34338946,0
34490978,0
34790713,0
34514755,0
34530508,1
34365125,0
34424814,0
34609690,0
34206774,0
34749158,0
34683352,0
35094463,0
34399299,0
34193038,0
34783220,0
34673769,0
35203154,0
34267574,0
34359218,0
34827869,0
35327163,0
34747679,0
